# t (s)	mx ()	my ()	mz ()
9.201004420112225e-10	-0.16131993	0.101729535	-0.5871461
9.210218522728328e-10	-0.15983267	0.09915853	-0.58942175
9.221283065169591e-10	-0.15830006	0.09585215	-0.59214014
9.230508090708569e-10	-0.15725982	0.092979856	-0.59439325
9.24158381637355e-10	-0.15632682	0.08947914	-0.5970806
9.250818090004088e-10	-0.15583354	0.08658392	-0.5993047
9.260053400058543e-10	-0.15561533	0.08376835	-0.60151285
9.271139300703115e-10	-0.15573312	0.08056669	-0.60414064
9.280377306996878e-10	-0.15615687	0.07810237	-0.6063103
9.291464999791632e-10	-0.15706055	0.07545134	-0.60888976
9.300706106094613e-10	-0.15814015	0.07353913	-0.6110189
9.31179577535138e-10	-0.15981467	0.071644396	-0.61355007
9.321038214100853e-10	-0.16150849	0.07042451	-0.6156408
9.330278221684201e-10	-0.16344985	0.0695479	-0.6177157
9.341361494679833e-10	-0.16606557	0.06896086	-0.62018716
9.350597441070158e-10	-0.16844349	0.06886131	-0.6222354
9.361682294369901e-10	-0.1714736	0.069203325	-0.62468493
9.370923360205493e-10	-0.17409174	0.06986103	-0.6267239
9.380169481965778e-10	-0.17674063	0.07084083	-0.62876487
9.391271384946296e-10	-0.17988373	0.07241129	-0.6312225
9.400528784415354e-10	-0.18240817	0.07401741	-0.63328207
9.411642188345005e-10	-0.18524015	0.076253295	-0.63577235
9.420907353714989e-10	-0.18737306	0.078330934	-0.6378672
9.430174940685868e-10	-0.1892462	0.08056057	-0.6399828
9.441297637851666e-10	-0.19108844	0.08337593	-0.642552
9.45056900573876e-10	-0.19224194	0.08578607	-0.64472044
9.461697993129496e-10	-0.19312432	0.088685684	-0.6473571
9.470973869561606e-10	-0.19341788	0.091052726	-0.64958286
9.480252535849443e-10	-0.19329858	0.09332515	-0.6518339
9.491392308027583e-10	-0.19260982	0.09586293	-0.6545663
9.500680254442353e-10	-0.19159171	0.0977686	-0.65686643
9.511833198410354e-10	-0.18986474	0.09974366	-0.6596494
9.52113140572254e-10	-0.18803741	0.10108658	-0.66198194
9.530436637570643e-10	-0.18589431	0.10212107	-0.6643225
9.541608338312375e-10	-0.18296659	0.10291969	-0.6671339
9.550924895764924e-10	-0.1802862	0.10319526	-0.6694735
9.560246697582336e-10	-0.17744385	0.10310509	-0.6718048
9.57144029298622e-10	-0.1738987	0.10251134	-0.6745855
9.580771727702877e-10	-0.1709022	0.10161984	-0.6768835
9.590108268118366e-10	-0.1679302	0.10038357	-0.6791615
9.601316901058985e-10	-0.16447985	0.09847867	-0.68186486
9.61066147055334e-10	-0.16176829	0.09657707	-0.6840911
9.620009041732534e-10	-0.15926349	0.0944312	-0.68629235
9.631230951574645e-10	-0.15660039	0.09159668	-0.68890136
9.64058586790089e-10	-0.15471905	0.089076795	-0.6910492
9.651816487155408e-10	-0.15292366	0.08594301	-0.6935969
9.661179296996837e-10	-0.15184866	0.08330472	-0.6956971
9.670546085788034e-10	-0.15118091	0.08070134	-0.69777846
9.681793028397264e-10	-0.15093721	0.07769992	-0.7002541
9.691172164795713e-10	-0.15120514	0.075362	-0.7023014
9.70055650045891e-10	-0.15189715	0.0732245	-0.7043365
9.711826338768397e-10	-0.15326822	0.07098467	-0.7067663
9.721225349409655e-10	-0.15483445	0.06943276	-0.70878386
9.730632436582965e-10	-0.1567519	0.068198934	-0.71079814
9.740048044003287e-10	-0.15898022	0.06730595	-0.71281224
9.751357329284864e-10	-0.16199628	0.0667052	-0.7152334
9.760792492738274e-10	-0.16473047	0.06660482	-0.7172588
9.770239517157742e-10	-0.16760111	0.06686728	-0.7192953
9.78159026943398e-10	-0.17113367	0.067648515	-0.7217583
9.791064703375217e-10	-0.17407203	0.06866939	-0.7238311
9.800549715436757e-10	-0.17693093	0.07000163	-0.7259247
9.81004672977766e-10	-0.17964289	0.07161627	-0.7280417
9.821460484337523e-10	-0.18261175	0.073878706	-0.73061585
9.83098292853734e-10	-0.18477565	0.07598894	-0.7327899
9.84051838384047e-10	-0.18659976	0.07825979	-0.7349912
9.850066130173624e-10	-0.18803632	0.08064729	-0.73721945
9.861537301655265e-10	-0.18919353	0.08360239	-0.7399271
9.871111393907664e-10	-0.18965153	0.08608796	-0.7422103
9.880697929140725e-10	-0.18962875	0.08854688	-0.74451536
9.89030030903671e-10	-0.18911672	0.0909373	-0.74684036
9.901843664766035e-10	-0.1878598	0.09365844	-0.749652
9.911484472234648e-10	-0.18629219	0.09576044	-0.7520102
9.921147718050026e-10	-0.18427652	0.09767655	-0.7543793
9.930838409318595e-10	-0.18184558	0.09937806	-0.75675666
9.94055706748651e-10	-0.17904216	0.1008398	-0.759139
9.95030255135025e-10	-0.1759182	0.10204144	-0.7615226
9.960060110551602e-10	-0.17253822	0.102967165	-0.76390094
9.971575903262499e-10	-0.16831589	0.103694044	-0.7666937
9.981039852112743e-10	-0.16473395	0.103995025	-0.7689752
9.990441363656297e-10	-0.1611453	0.104035035	-0.77122825
1.0001692667421272e-09	-0.15690081	0.103758976	-0.773906
1.0011048130139557e-09	-0.15348507	0.10327917	-0.7761171
1.0020419347631362e-09	-0.15022843	0.10259263	-0.7783181
1.0031705973258518e-09	-0.14659894	0.101527795	-0.7809523
1.004108927453509e-09	-0.14387855	0.10047907	-0.78312963
1.0050457085289011e-09	-0.14147165	0.09931911	-0.78529394
1.0061490038818558e-09	-0.13907096	0.09785731	-0.7878333
1.0070538987769226e-09	-0.13747248	0.09662311	-0.7899107
1.0081267464891282e-09	-0.13602121	0.09517243	-0.79237014
1.0090154170409483e-09	-0.13518222	0.09402335	-0.794407
1.0100811862703405e-09	-0.1345957	0.09276151	-0.79685205
1.0111516031790214e-09	-0.1344386	0.09167903	-0.79931337
1.0120498775440463e-09	-0.1346095	0.090955906	-0.8013853
1.0131368905782384e-09	-0.13513711	0.0903549	-0.80390203
1.0140539333380203e-09	-0.13580906	0.09011592	-0.8060349
1.0151685950655133e-09	-0.1368364	0.090195194	-0.8086403
1.0161039698563123e-09	-0.13781628	0.09060054	-0.810838
1.0170491265896358e-09	-0.13885574	0.0913424	-0.8130692
1.0181840524685207e-09	-0.14008644	0.09269014	-0.81576145
1.0191179357175303e-09	-0.14101602	0.09417877	-0.81798637
1.020047610715559e-09	-0.14180575	0.09599985	-0.8202085
1.0211633729824797e-09	-0.14249672	0.09862202	-0.82288206
1.0220969295198924e-09	-0.14279659	0.10116681	-0.8251221
1.0230326692850726e-09	-0.1427883	0.10401877	-0.8273674
1.0241566858213413e-09	-0.14230317	0.10780997	-0.8300604
1.0250888316686969e-09	-0.14145777	0.1112238	-0.83228636
1.026001491486539e-09	-0.14020291	0.11477077	-0.8344558
1.0270805065720501e-09	-0.13813399	0.11918005	-0.83700293
1.0281507924228033e-09	-0.13541926	0.12373002	-0.8395044
1.029041497341072e-09	-0.1326369	0.12760708	-0.8415623
1.0301143963122663e-09	-0.12863927	0.13233228	-0.84400547
1.0310155825063347e-09	-0.12473056	0.13630399	-0.8460221
1.0321097297119605e-09	-0.11931098	0.14107196	-0.8484185
1.0330333269079962e-09	-0.114169754	0.14500454	-0.8503895
1.034154287866698e-09	-0.10725416	0.14960523	-0.852707
1.0350971803298562e-09	-0.10088743	0.15328339	-0.85458386
1.0360394125149166e-09	-0.09405144	0.15674475	-0.8563838
1.0371567552414928e-09	-0.08537494	0.16052505	-0.85840786
1.0380821053108346e-09	-0.077762045	0.1633546	-0.8599826
1.0390058110736447e-09	-0.0698176	0.1658792	-0.8614531
1.0401184881253784e-09	-0.059849445	0.16849086	-0.863077
1.0410427635145226e-09	-0.051290736	0.17028156	-0.8642928
1.042141655052163e-09	-0.04085579	0.17194197	-0.8655683
1.04305327854883e-09	-0.032040983	0.17292143	-0.8664772
1.0441468307189828e-09	-0.021349972	0.17361166	-0.86737823
1.04506081302984e-09	-0.012373943	0.17378113	-0.86796534
1.0461640229279747e-09	-0.0015645212	0.1734957	-0.8684641
1.0470872690950816e-09	0.007402379	0.17285305	-0.86869955
1.0480127396050246e-09	0.016266234	0.17185156	-0.8687649
1.049126324018323e-09	0.026699409	0.1701939	-0.8686134
1.0500566014578992e-09	0.03516721	0.16845265	-0.8682924
1.051161585568738e-09	0.044869598	0.16599664	-0.867681
1.0520715557045969e-09	0.05252634	0.16368754	-0.8669917
1.053157267185949e-09	0.06122011	0.16063486	-0.8659541
1.0540611177529033e-09	0.06805925	0.157881	-0.8649171
1.0551461440844206e-09	0.07575825	0.15436679	-0.86347365
1.0560467620394398e-09	0.08170585	0.15131494	-0.8621198
1.0571253432774298e-09	0.088283904	0.14754757	-0.8603265
1.0580240844618881e-09	0.09330574	0.14435263	-0.8587013
1.059104203945153e-09	0.09878974	0.14049312	-0.8566078
1.0600065688203695e-09	0.1029175	0.13728778	-0.8547562
1.0610926374927497e-09	0.107356034	0.13349548	-0.8524235
1.0621813984496544e-09	0.1112538	0.12980796	-0.84999293
1.063089769185e-09	0.11411106	0.12684746	-0.8479112
1.0641812374892027e-09	0.11710972	0.12345874	-0.8453646
1.065092246900122e-09	0.119285434	0.12078951	-0.84321535
1.0660049473694866e-09	0.12120255	0.11827353	-0.8410525
1.0671030585979931e-09	0.12321188	0.11546808	-0.8384509
1.0680211669430118e-09	0.12468752	0.11331411	-0.8362863
1.0691273419493365e-09	0.12627777	0.11095306	-0.83370066
1.0700535680196657e-09	0.12749931	0.109171055	-0.8315602
1.0711712620034763e-09	0.128901	0.10725058	-0.8290116
1.0721085932645705e-09	0.1300627	0.10582555	-0.82690465
1.0730484860376775e-09	0.13125607	0.1045567	-0.8248195
1.0741627891723545e-09	0.13275665	0.10324449	-0.8223807
1.0750821958659486e-09	0.13409987	0.102304205	-0.82039255
1.0761768597942324e-09	0.13585934	0.10133237	-0.81804836
1.0770841812046872e-09	0.13747123	0.10063141	-0.8161194
1.0781703220703528e-09	0.13960189	0.09989362	-0.81382036
1.0790754348034588e-09	0.14155138	0.09934387	-0.8119077
1.0801639208419704e-09	0.14410348	0.09873555	-0.8096048
1.0810744006031592e-09	0.1464029	0.09825056	-0.8076711
1.0821718843299051e-09	0.14935161	0.09766881	-0.8053257
1.0830920609963884e-09	0.15194796	0.0971637	-0.80334276
1.084014284283176e-09	0.15463477	0.09662477	-0.8013374
1.085114284342264e-09	0.15790646	0.09591975	-0.7989188
1.0860270025633714e-09	0.16063657	0.09526992	-0.79688793
1.0871189613645163e-09	0.1638683	0.09440207	-0.79442877
1.0880263884363719e-09	0.1664833	0.093598925	-0.7923603
1.089113843268727e-09	0.16948053	0.09253377	-0.7898526
1.0900195394200357e-09	0.17182429	0.09156076	-0.7877413
1.0911060113165346e-09	0.17440753	0.0902939	-0.7851841
1.092010971544827e-09	0.17633748	0.089161195	-0.78303623
1.0930959332343644e-09	0.17835148	0.08772044	-0.7804442
1.0941794785851725e-09	0.18000703	0.086205676	-0.7778425
1.0950810635619852e-09	0.18109705	0.08490016	-0.7756724
1.0961612292912406e-09	0.18204731	0.08329921	-0.77307236
1.0970605750637073e-09	0.18253922	0.081950106	-0.7709126
1.0981397400042287e-09	0.18277383	0.08033133	-0.76833355
1.0990396996603316e-09	0.18268113	0.07899725	-0.7661987
1.1001212071831557e-09	0.18224053	0.07743364	-0.76365846
1.1010242496177566e-09	0.18161683	0.07617733	-0.76156324
1.1021105829976663e-09	0.18058963	0.0747458	-0.759079
1.1030183311309331e-09	0.17952912	0.073631965	-0.75703675
1.104110892026572e-09	0.17805234	0.07240976	-0.7546222
1.1050226474726261e-09	0.17669083	0.071502596	-0.7526449
1.1061173189230737e-09	0.17495398	0.070564695	-0.7503167
1.1070298670407267e-09	0.17346488	0.069919474	-0.74841297
1.1081239172103083e-09	0.171688	0.06932011	-0.7461733
1.109035764432708e-09	0.1702597	0.06897129	-0.7443396
1.110130588236028e-09	0.16866535	0.06873686	-0.7421733
1.1110427213371574e-09	0.16748053	0.06869463	-0.74039453
1.1121380112905627e-09	0.16628103	0.06882263	-0.7382842
1.1130517616592534e-09	0.16550232	0.06907113	-0.7365408
1.1141480198928952e-09	0.16487283	0.06952527	-0.7344639
1.1150617661057411e-09	0.16462551	0.07001947	-0.73274016
1.1161591700770304e-09	0.16468194	0.07072991	-0.7306731
1.1170749815906398e-09	0.16503178	0.071400546	-0.7289459
1.1181755985993599e-09	0.16581486	0.072272286	-0.7268617
1.1190940535253252e-09	0.16676098	0.07303164	-0.72511065
1.120013634494718e-09	0.16795777	0.07379964	-0.7233429
1.12111812276873e-09	0.16969231	0.07470452	-0.7211957
1.122037116674004e-09	0.1713482	0.075420894	-0.7193855
1.1231378583460477e-09	0.17353396	0.07620979	-0.71718544
1.1240535629070276e-09	0.17547485	0.07679124	-0.7153266
1.1251504187825078e-09	0.17788428	0.0773799	-0.7130641
1.12606437324555e-09	0.17991197	0.07776947	-0.7111485
1.1271629277817651e-09	0.18230863	0.07810638	-0.70881003
1.1280812038821378e-09	0.18422823	0.078273565	-0.7068267
1.1290021373642948e-09	0.18603364	0.07833539	-0.70481336
1.1301102287582875e-09	0.18799451	0.078271456	-0.7023624
1.13103668388894e-09	0.18941785	0.07810647	-0.70029306
1.1321513975316621e-09	0.19082785	0.07778196	-0.69778436
1.1330816059499543e-09	0.19172607	0.077414505	-0.69567966
1.1340134427798527e-09	0.19235556	0.076967426	-0.69356555
1.1351328487954446e-09	0.19274265	0.07633922	-0.6910242
1.136061420428625e-09	0.19275668	0.075754456	-0.6889194
1.1371707637730133e-09	0.19241743	0.07499565	-0.68641466
1.138092140005851e-09	0.19185597	0.07432791	-0.68434644
1.1390113962765917e-09	0.19106281	0.0736391	-0.6822972
1.1401106075932702e-09	0.18984295	0.07280073	-0.6798694
1.1410213286317192e-09	0.1886419	0.07210641	-0.67787904
1.142105487434721e-09	0.1870349	0.07129588	-0.67553735
1.1430021886350801e-09	0.18560027	0.07065082	-0.6736249
1.1440716668861038e-09	0.18381707	0.069926724	-0.67137384
1.145135799772316e-09	0.1820227	0.069271505	-0.6691669
1.1460191157180768e-09	0.18056116	0.068789214	-0.66735977
1.1470760601157515e-09	0.17889461	0.068299435	-0.6652258
1.1481311277605786e-09	0.1773695	0.06791937	-0.6631245
1.1490099201547024e-09	0.1762382	0.0676953	-0.6613942
1.1500639616368255e-09	0.17508161	0.06754683	-0.65933913
1.1511181755489196e-09	0.17417237	0.06753719	-0.6573015
1.152173689709317e-09	0.17353189	0.06767132	-0.6552738
1.1530550053457596e-09	0.17321298	0.06789417	-0.65358585
1.1541153658493992e-09	0.17309228	0.068293124	-0.6515558
1.1550017531559194e-09	0.17320782	0.06873125	-0.6498549
1.1560691877296705e-09	0.17359613	0.06937531	-0.6477963
1.1571412098656378e-09	0.1742388	0.07013541	-0.6457115
1.1580383410903803e-09	0.17494982	0.07084497	-0.64394945
1.1591197039454256e-09	0.17598544	0.07177014	-0.6418003
1.160024963753555e-09	0.17697479	0.07258702	-0.6399773
1.1611160439037045e-09	0.178277	0.07360098	-0.63774854
1.162027714833746e-09	0.17942567	0.07445548	-0.63585883
1.1631216148103925e-09	0.18083636	0.07546788	-0.6335579
1.164030697383585e-09	0.18200512	0.07628256	-0.63161826
1.1651182448224332e-09	0.18336254	0.077206574	-0.6292668
1.166022473221612e-09	0.18443143	0.077919565	-0.6272872
1.1671059431063641e-09	0.18561174	0.07869278	-0.624889
1.1680080110935452e-09	0.18649162	0.07925872	-0.62287295
1.169089985630555e-09	0.18740398	0.07983298	-0.6204348
1.1701717573753603e-09	0.18814442	0.08028293	-0.6179798
1.1710733274090326e-09	0.18862253	0.08055677	-0.6159237
1.1721556015807672e-09	0.18902548	0.08075851	-0.6134475
1.1730578087649571e-09	0.18921952	0.080818005	-0.6113799
1.174140878606807e-09	0.18928769	0.08075748	-0.608898
1.1750438943531443e-09	0.18921484	0.08059756	-0.6068319
1.1761282863116643e-09	0.18898518	0.080277264	-0.604359
1.1770328165659766e-09	0.18868823	0.079907656	-0.6023058
1.1781195294915673e-09	0.18822417	0.07934905	-0.59985447
1.1790263792681567e-09	0.18776391	0.0787963	-0.59782416
1.1801162403929958e-09	0.18714514	0.07804229	-0.5954053
1.1810259124366933e-09	0.18659136	0.077351645	-0.59340554
1.1821193160546789e-09	0.18590246	0.076467924	-0.5910265
1.1830319312912934e-09	0.18532397	0.07570332	-0.5890619
1.1841286903758883e-09	0.18464263	0.074776724	-0.58672553
1.1850438885196873e-09	0.1840977	0.07401769	-0.58479553
1.1861435287367554e-09	0.18348375	0.073149875	-0.5824978
1.1870610462258377e-09	0.18301262	0.072484046	-0.5805959
1.188163463486015e-09	0.18250176	0.07178053	-0.5783251
1.1890833648479445e-09	0.18212369	0.07129346	-0.57643896
1.1900044564705693e-09	0.18178901	0.070912704	-0.57455504
1.1911114434518349e-09	0.1814427	0.07061436	-0.57229286
1.192035321956002e-09	0.18119721	0.07050996	-0.5704029
1.193145671303104e-09	0.18094945	0.070568375	-0.5681254
1.1940723712994672e-09	0.18077783	0.07077414	-0.5662168
1.1950002876209191e-09	0.1806342	0.0711224	-0.5642966
1.196115194411296e-09	0.1804947	0.071722075	-0.5619757
1.1970452695621631e-09	0.18040338	0.07236339	-0.5600269
1.198162478267e-09	0.18032217	0.07328429	-0.5576697
1.1990943794059448e-09	0.18027839	0.074159	-0.55568963
1.20002712719534e-09	0.18025784	0.07511085	-0.55369496
1.2011476845533558e-09	0.18026744	0.07632439	-0.55128163
1.2020826549789772e-09	0.18030809	0.0773674	-0.54925364
1.2030189056490078e-09	0.1803829	0.07841295	-0.54720986
1.2041380340431013e-09	0.18052338	0.07962889	-0.54474926
1.2050625424126732e-09	0.18068641	0.080577485	-0.54270214
1.2061648189137816e-09	0.1809422	0.08160962	-0.5402443
1.2070789920586174e-09	0.18120869	0.08236145	-0.53819185
1.208171922020412e-09	0.18159498	0.08311236	-0.53572196
1.2090802951170002e-09	0.18197308	0.08359933	-0.5336566
1.2101686371481361e-09	0.18249297	0.08400627	-0.5311684
1.2110748420440294e-09	0.18297848	0.084193334	-0.52908695
1.2121620255635744e-09	0.18361738	0.084235765	-0.5265808
1.2130681045662781e-09	0.18418927	0.08412431	-0.52448696
1.2141558640935723e-09	0.18491045	0.08382631	-0.52197045
1.2150628978501944e-09	0.18552838	0.08345447	-0.51987267
1.2161521139001112e-09	0.186272	0.08288165	-0.51735777
1.2170604039631297e-09	0.18687716	0.082318656	-0.51526684
1.2181506789956868e-09	0.18756323	0.081568465	-0.51276773
1.2190587461779493e-09	0.18808277	0.08090478	-0.5106973
1.2201465697228126e-09	0.18861969	0.0800928	-0.5082322
1.2210509073698605e-09	0.18897763	0.07942609	-0.50619626
1.222132960426364e-09	0.18928021	0.07866466	-0.5037771
1.2230322872213048e-09	0.18941393	0.07808032	-0.50178015
1.2241090343142203e-09	0.18942006	0.077458575	-0.49940503
1.2250045218577197e-09	0.18929043	0.07701852	-0.49744183
1.2260771941697741e-09	0.18897054	0.07659506	-0.49510303
1.2271479864512305e-09	0.1884745	0.07629249	-0.49278036
1.228039141230677e-09	0.18793362	0.07613423	-0.4908549
1.229107364096118e-09	0.18714564	0.07605445	-0.48855394
1.2301746934196251e-09	0.1862271	0.07608782	-0.48626056
1.2310637286804775e-09	0.18538173	0.076193996	-0.48435307
1.232130356577698e-09	0.18429914	0.07640297	-0.4820662
1.2330192785880662e-09	0.18336423	0.076633714	-0.48016042
1.2340863930119872e-09	0.18223554	0.076962814	-0.47787112
1.2351543057652195e-09	0.18113585	0.07733119	-0.47557676
1.2360450679330155e-09	0.18026938	0.07765489	-0.473659
1.2371152771335682e-09	0.1793215	0.07804858	-0.47134846
1.238008417962546e-09	0.17863145	0.07837076	-0.4694134
1.2390820133601682e-09	0.1779498	0.07873951	-0.46707743
1.240157874266455e-09	0.17745219	0.07908016	-0.46472374
1.2410563420035653e-09	0.17719287	0.07933845	-0.462747
1.2421369220372052e-09	0.1770802	0.07961601	-0.46035498
1.2430395267794385e-09	0.17715664	0.07982125	-0.45834392
1.2441252063361709e-09	0.17745307	0.08004018	-0.45590886
1.245031988016174e-09	0.17786583	0.08020453	-0.4538617
1.2461224339838978e-09	0.17854764	0.08038777	-0.4513846
1.2470325805118582e-09	0.17925651	0.08053561	-0.44930536
1.2481258116258124e-09	0.18025145	0.08071613	-0.44679567
1.2490375660566218e-09	0.181178	0.0808759	-0.44469428
1.2501322012906668e-09	0.18237378	0.081086285	-0.442164
1.2510447238360437e-09	0.1834122	0.08128178	-0.44005078
1.252139989951369e-09	0.18467133	0.081544265	-0.43751234
1.2530526503431068e-09	0.18570164	0.0817872	-0.4353974
1.254147056221866e-09	0.18687765	0.082106136	-0.4328637
1.2550585215255475e-09	0.18778026	0.08239156	-0.43075696
1.2561519429104482e-09	0.18873905	0.08275102	-0.42823493
1.257063111369943e-09	0.18941286	0.08305767	-0.42613813
1.258156855798212e-09	0.19004838	0.08342302	-0.42362747
1.2590688771948645e-09	0.19042005	0.08371518	-0.42153913
1.2601640715003804e-09	0.19066474	0.08403663	-0.41903734
1.2610773089341118e-09	0.19069669	0.08426822	-0.41695607
1.2621742751431568e-09	0.19052978	0.08448701	-0.41446167
1.2630897083544753e-09	0.19022538	0.08460806	-0.41238475
1.2640065693537621e-09	0.18977997	0.08466303	-0.41030884
1.2651089895545703e-09	0.1890768	0.0846295	-0.4078189
1.266029666409276e-09	0.18836859	0.08451015	-0.40574488
1.2671369481893263e-09	0.18739992	0.08424948	-0.40325746
1.2680617533575133e-09	0.18651819	0.08393129	-0.4011863
1.2691737207770982e-09	0.18540469	0.08342899	-0.39870375
1.2701016298750424e-09	0.18445864	0.08291472	-0.39663872
1.2710304934635852e-09	0.18352135	0.082321264	-0.3945772
1.272146201857717e-09	0.18244028	0.081519894	-0.39210773
1.2730766384598036e-09	0.18160106	0.08079431	-0.39005286
1.2740068793991453e-09	0.1808392	0.08003493	-0.38800138
1.2751224677565692e-09	0.18005063	0.07910689	-0.38554314
1.2760509850357879e-09	0.17951429	0.07834495	-0.38349712
1.2771633034057635e-09	0.17903061	0.07747795	-0.3810438
1.278088753504752e-09	0.17876798	0.076820955	-0.3789992
1.2790129148135805e-09	0.17863595	0.07624646	-0.37695307
1.280120349223324e-09	0.1786488	0.075693965	-0.37449396
1.2810420606368648e-09	0.17879763	0.07536827	-0.3724405
1.282146936658533e-09	0.17913169	0.07516086	-0.36997017
1.283066940936232e-09	0.17952836	0.07515357	-0.36790577
1.2841703483987016e-09	0.18012853	0.07535348	-0.36542085
1.2850896133251677e-09	0.18071601	0.07569655	-0.3633435
1.2860066748112345e-09	0.18136512	0.07619624	-0.36126497
1.2871014604325992e-09	0.18219972	0.07698876	-0.35877612
1.288009906171155e-09	0.18292224	0.077795	-0.3567051
1.289096301361848e-09	0.18379742	0.07891299	-0.35422206
1.2901794806258773e-09	0.18465592	0.080162995	-0.3517398
1.2910801544788822e-09	0.1853401	0.081277445	-0.34967124
1.2921591595420217e-09	0.18610339	0.0826652	-0.34718794
1.2930571976847308e-09	0.18667716	0.08383295	-0.3451171
1.294133895879325e-09	0.18727528	0.08520745	-0.34262994
1.295030570178399e-09	0.18768829	0.086298816	-0.34055543
1.2961055881467498e-09	0.1880715	0.08750369	-0.33806518
1.297000825260937e-09	0.18829218	0.08839165	-0.3359895
1.2980747359934308e-09	0.1884357	0.08928479	-0.33349842
1.2991484256349384e-09	0.18844736	0.08995864	-0.33100778
1.3000432455353485e-09	0.18835948	0.090333484	-0.32893324
1.3011173546747748e-09	0.18814386	0.09054256	-0.32644573
1.302012853311019e-09	0.18788013	0.09050847	-0.32437518
1.303088115883272e-09	0.18747517	0.09021485	-0.3218941
1.3041643402301281e-09	0.18698971	0.08965103	-0.31941754
1.3050620101129866e-09	0.18653747	0.08898509	-0.31735763
1.306140343130339e-09	0.18595542	0.08797046	-0.3148905
1.307039951813224e-09	0.18545224	0.08696603	-0.3128385
1.308120738761666e-09	0.18484564	0.085602365	-0.31038052
1.3090224864510858e-09	0.18435249	0.08436325	-0.3083355
1.3101059276037955e-09	0.1837933	0.08279433	-0.3058848
1.3110099018394683e-09	0.1833673	0.081453234	-0.30384478
1.3120959175527775e-09	0.18291846	0.07984935	-0.30139878
1.3130019229103918e-09	0.18260576	0.07855344	-0.29936174
1.3140903236616165e-09	0.18231308	0.07709209	-0.29691803
1.3151799905746777e-09	0.18211679	0.075779386	-0.29447466
1.3160888587765224e-09	0.18202882	0.07483162	-0.29243872
1.3171803554000136e-09	0.18201283	0.073903665	-0.28999567
1.318090574848608e-09	0.18207072	0.07332693	-0.28795972
1.319001318020653e-09	0.18218815	0.072944455	-0.28592354
1.3200943328676625e-09	0.18239821	0.072755784	-0.28348073
1.321005204926803e-09	0.1826213	0.072829284	-0.2814453
1.3220983174269097e-09	0.18293302	0.07319363	-0.27900222
1.3230093433585716e-09	0.18321787	0.07372083	-0.2769651
1.3241027984171186e-09	0.1835747	0.07460602	-0.2745179
1.3250143213296306e-09	0.18387292	0.07553641	-0.27247512
1.326108589023712e-09	0.18421787	0.076855056	-0.27001843
1.3270204749286943e-09	0.1844845	0.07809447	-0.26796663
1.3281143362176637e-09	0.18476866	0.07970986	-0.2654988
1.329025620268303e-09	0.18496911	0.08112841	-0.26343682
1.3301189556019054e-09	0.18516034	0.08287126	-0.260955
1.3310299616459456e-09	0.18527624	0.08431989	-0.2588802
1.3321230736513377e-09	0.18536307	0.08600547	-0.25638244
1.3330339172096315e-09	0.18539388	0.087328926	-0.2542945
1.334126860493858e-09	0.18538609	0.08877437	-0.25178167
1.3350376847656077e-09	0.185348	0.08982719	-0.24968192
1.3361308010483835e-09	0.18527347	0.09087114	-0.24715595
1.3370419296155433e-09	0.18519534	0.09153334	-0.24504626
1.338135694705618e-09	0.18509342	0.09205354	-0.24250959
1.339047674221366e-09	0.18501034	0.092244476	-0.24039176
1.3401428767176765e-09	0.18492359	0.09217293	-0.23784608
1.341056389965017e-09	0.18486957	0.09186196	-0.23572135
1.3421538435094528e-09	0.18483493	0.091195084	-0.23316793
1.3430696182282686e-09	0.18483607	0.090407744	-0.23103717
1.3441702379290083e-09	0.18487744	0.08921042	-0.22847702
1.3450882728555481e-09	0.18494631	0.08802952	-0.22634287
1.346006870282624e-09	0.18504566	0.08671178	-0.22420926
1.3471101492430844e-09	0.18520148	0.08499402	-0.22165021
1.3480304684915598e-09	0.18535702	0.08348906	-0.21951936
1.3491359377599766e-09	0.18556617	0.0816494	-0.21696572
1.3500572397290532e-09	0.185751	0.080133304	-0.21484345
1.3511624951186793e-09	0.18597385	0.078389816	-0.21230575
1.3520834516200196e-09	0.18615073	0.077040754	-0.2101991
1.3530044485880856e-09	0.18631081	0.0758203	-0.20810017
1.3541098531681774e-09	0.18646939	0.07456549	-0.20559192
1.3550312576595304e-09	0.18656497	0.07372298	-0.20351058
1.3561366787044074e-09	0.18662632	0.07298457	-0.20102482
1.3570578336709284e-09	0.1866273	0.072611615	-0.1989624
1.3581635839885464e-09	0.18656345	0.072465554	-0.19649664
1.3590856496816655e-09	0.18645428	0.07259638	-0.19444788
1.3600084149012237e-09	0.18629472	0.07295192	-0.1924032
1.3611135498150759e-09	0.18604082	0.07365788	-0.18996023
1.362030466800225e-09	0.18578318	0.07445631	-0.18793668
1.3631267036286114e-09	0.18542811	0.07563269	-0.18551941
1.3640375002975482e-09	0.18510272	0.07676448	-0.1835112
1.3651275604461276e-09	0.18468973	0.07826117	-0.18110603
1.3660329429532322e-09	0.184338	0.07958649	-0.1791055
1.3671161735834467e-09	0.18392129	0.08122307	-0.17670682
1.3680166903649086e-09	0.18358977	0.082588546	-0.17470719
1.369095275196909e-09	0.18322477	0.08418341	-0.17230396
1.3701719879874886e-09	0.1829099	0.0856832	-0.16989449
1.3710675921410204e-09	0.18269596	0.086826555	-0.1678813
1.372140961742092e-09	0.1825075	0.088036396	-0.16545665
